"CustomerID","Cluster","Segment"
13591,"3","Potential Loyalists"
13592,"3","Potential Loyalists"
13593,"3","Potential Loyalists"
13594,"3","Potential Loyalists"
13596,"3","Potential Loyalists"
13598,"3","Potential Loyalists"
13599,"4","Champions"
13600,"1","Average Customers"
13601,"3","Potential Loyalists"
13602,"3","Potential Loyalists"
13603,"3","Potential Loyalists"
13606,"3","Potential Loyalists"
13607,"3","Potential Loyalists"
13610,"3","Potential Loyalists"
13611,"3","Potential Loyalists"
13614,"3","Potential Loyalists"
13615,"1","Average Customers"
13617,"3","Potential Loyalists"
13618,"1","Average Customers"
13621,"3","Potential Loyalists"
13623,"3","Potential Loyalists"
13626,"1","Average Customers"
13627,"3","Potential Loyalists"
13629,"3","Potential Loyalists"
13630,"3","Potential Loyalists"
13631,"3","Potential Loyalists"
13632,"3","Potential Loyalists"
13634,"3","Potential Loyalists"
13635,"3","Potential Loyalists"
13636,"3","Potential Loyalists"
13637,"3","Potential Loyalists"
13638,"3","Potential Loyalists"
13639,"3","Potential Loyalists"
13642,"1","Average Customers"
13643,"3","Potential Loyalists"
13644,"3","Potential Loyalists"
13645,"3","Potential Loyalists"
13647,"3","Potential Loyalists"
13649,"1","Average Customers"
13650,"3","Potential Loyalists"
13651,"3","Potential Loyalists"
13652,"3","Potential Loyalists"
13654,"3","Potential Loyalists"
13655,"3","Potential Loyalists"
13656,"1","Average Customers"
13657,"3","Potential Loyalists"
13658,"3","Potential Loyalists"
13659,"1","Average Customers"
13662,"3","Potential Loyalists"
13663,"1","Average Customers"
13666,"3","Potential Loyalists"
13667,"1","Average Customers"
13668,"4","Champions"
13669,"3","Potential Loyalists"
13670,"3","Potential Loyalists"
13672,"1","Average Customers"
13673,"3","Potential Loyalists"
13675,"1","Average Customers"
13678,"1","Average Customers"
13680,"3","Potential Loyalists"
13681,"3","Potential Loyalists"
13682,"1","Average Customers"
13684,"1","Average Customers"
13685,"3","Potential Loyalists"
13686,"1","Average Customers"
13689,"3","Potential Loyalists"
13690,"3","Potential Loyalists"
13692,"3","Potential Loyalists"
13694,"4","Champions"
13695,"3","Potential Loyalists"
13697,"3","Potential Loyalists"
13699,"1","Average Customers"
13700,"3","Potential Loyalists"
13703,"1","Average Customers"
13704,"3","Potential Loyalists"
13705,"3","Potential Loyalists"
13706,"1","Average Customers"
13707,"1","Average Customers"
13708,"1","Average Customers"
13709,"3","Potential Loyalists"
13710,"3","Potential Loyalists"
13711,"1","Average Customers"
13712,"1","Average Customers"
13715,"1","Average Customers"
13716,"1","Average Customers"
13717,"3","Potential Loyalists"
13718,"1","Average Customers"
13719,"3","Potential Loyalists"
13720,"3","Potential Loyalists"
13721,"3","Potential Loyalists"
13722,"3","Potential Loyalists"
13723,"1","Average Customers"
13725,"3","Potential Loyalists"
13726,"3","Potential Loyalists"
13727,"3","Potential Loyalists"
13728,"3","Potential Loyalists"
13730,"3","Potential Loyalists"
13731,"1","Average Customers"
13732,"3","Potential Loyalists"
13735,"3","Potential Loyalists"
13736,"3","Potential Loyalists"
13737,"1","Average Customers"
13739,"3","Potential Loyalists"
13740,"1","Average Customers"
13741,"3","Potential Loyalists"
13742,"3","Potential Loyalists"
13743,"3","Potential Loyalists"
13744,"3","Potential Loyalists"
13745,"1","Average Customers"
13747,"1","Average Customers"
13748,"3","Potential Loyalists"
13750,"3","Potential Loyalists"
13751,"1","Average Customers"
13752,"3","Potential Loyalists"
13753,"1","Average Customers"
13754,"1","Average Customers"
13755,"3","Potential Loyalists"
13756,"4","Champions"
13758,"3","Potential Loyalists"
13759,"3","Potential Loyalists"
13760,"3","Potential Loyalists"
13761,"3","Potential Loyalists"
13762,"1","Average Customers"
13763,"3","Potential Loyalists"
13764,"3","Potential Loyalists"
13767,"4","Champions"
13769,"3","Potential Loyalists"
13771,"3","Potential Loyalists"
13772,"3","Potential Loyalists"
13774,"3","Potential Loyalists"
13777,"4","Champions"
13778,"3","Potential Loyalists"
13780,"3","Potential Loyalists"
13781,"1","Average Customers"
13782,"3","Potential Loyalists"
13784,"3","Potential Loyalists"
13786,"1","Average Customers"
13787,"3","Potential Loyalists"
13790,"3","Potential Loyalists"
13791,"3","Potential Loyalists"
13792,"3","Potential Loyalists"
13798,"4","Champions"
13799,"3","Potential Loyalists"
13800,"1","Average Customers"
13801,"3","Potential Loyalists"
13802,"3","Potential Loyalists"
13803,"1","Average Customers"
13804,"3","Potential Loyalists"
13805,"3","Potential Loyalists"
13806,"3","Potential Loyalists"
13807,"1","Average Customers"
13808,"3","Potential Loyalists"
13809,"1","Average Customers"
13810,"3","Potential Loyalists"
13811,"1","Average Customers"
13812,"3","Potential Loyalists"
13813,"3","Potential Loyalists"
13814,"3","Potential Loyalists"
13815,"3","Potential Loyalists"
13816,"3","Potential Loyalists"
13817,"3","Potential Loyalists"
13819,"1","Average Customers"
13821,"3","Potential Loyalists"
13822,"3","Potential Loyalists"
13823,"3","Potential Loyalists"
13824,"3","Potential Loyalists"
13826,"1","Average Customers"
13827,"3","Potential Loyalists"
13828,"3","Potential Loyalists"
13831,"3","Potential Loyalists"
13832,"3","Potential Loyalists"
13833,"1","Average Customers"
13835,"3","Potential Loyalists"
13837,"1","Average Customers"
13838,"3","Potential Loyalists"
13841,"1","Average Customers"
13842,"3","Potential Loyalists"
13844,"3","Potential Loyalists"
13845,"3","Potential Loyalists"
13846,"3","Potential Loyalists"
13848,"3","Potential Loyalists"
13849,"3","Potential Loyalists"
13850,"3","Potential Loyalists"
13851,"3","Potential Loyalists"
13853,"3","Potential Loyalists"
13854,"4","Champions"
13856,"1","Average Customers"
13858,"3","Potential Loyalists"
13859,"1","Average Customers"
13860,"3","Potential Loyalists"
13862,"3","Potential Loyalists"
13863,"1","Average Customers"
13865,"3","Potential Loyalists"
13866,"3","Potential Loyalists"
13867,"3","Potential Loyalists"
13868,"3","Potential Loyalists"
13869,"3","Potential Loyalists"
13870,"3","Potential Loyalists"
13871,"3","Potential Loyalists"
13873,"3","Potential Loyalists"
13874,"1","Average Customers"
13875,"3","Potential Loyalists"
13876,"3","Potential Loyalists"
13877,"3","Potential Loyalists"
13878,"3","Potential Loyalists"
13880,"3","Potential Loyalists"
13881,"4","Champions"
13882,"3","Potential Loyalists"
13883,"3","Potential Loyalists"
13884,"3","Potential Loyalists"
13885,"1","Average Customers"
13886,"3","Potential Loyalists"
13887,"1","Average Customers"
13888,"3","Potential Loyalists"
13889,"3","Potential Loyalists"
13890,"3","Potential Loyalists"
13892,"3","Potential Loyalists"
13893,"1","Average Customers"
13894,"3","Potential Loyalists"
13895,"3","Potential Loyalists"
13897,"3","Potential Loyalists"
13898,"1","Average Customers"
13899,"3","Potential Loyalists"
13900,"1","Average Customers"
13901,"3","Potential Loyalists"
13904,"3","Potential Loyalists"
13908,"3","Potential Loyalists"
13911,"3","Potential Loyalists"
13914,"3","Potential Loyalists"
13917,"3","Potential Loyalists"
13918,"3","Potential Loyalists"
13919,"3","Potential Loyalists"
13922,"1","Average Customers"
13923,"3","Potential Loyalists"
13924,"3","Potential Loyalists"
13925,"3","Potential Loyalists"
13926,"3","Potential Loyalists"
13927,"3","Potential Loyalists"
13928,"3","Potential Loyalists"
13929,"1","Average Customers"
13930,"3","Potential Loyalists"
13931,"3","Potential Loyalists"
13932,"1","Average Customers"
13933,"3","Potential Loyalists"
13934,"1","Average Customers"
13936,"1","Average Customers"
13937,"1","Average Customers"
13938,"3","Potential Loyalists"
13939,"3","Potential Loyalists"
13940,"3","Potential Loyalists"
13941,"3","Potential Loyalists"
13946,"3","Potential Loyalists"
13947,"3","Potential Loyalists"
13948,"1","Average Customers"
13949,"3","Potential Loyalists"
13950,"3","Potential Loyalists"
13951,"1","Average Customers"
13952,"1","Average Customers"
13953,"3","Potential Loyalists"
13954,"3","Potential Loyalists"
13955,"1","Average Customers"
13956,"3","Potential Loyalists"
13959,"3","Potential Loyalists"
13960,"3","Potential Loyalists"
13962,"3","Potential Loyalists"
13963,"1","Average Customers"
13967,"1","Average Customers"
13969,"4","Champions"
13971,"3","Potential Loyalists"
13972,"3","Potential Loyalists"
13973,"1","Average Customers"
13974,"3","Potential Loyalists"
13975,"3","Potential Loyalists"
13976,"1","Average Customers"
13978,"3","Potential Loyalists"
13979,"3","Potential Loyalists"
13980,"3","Potential Loyalists"
13982,"3","Potential Loyalists"
13983,"3","Potential Loyalists"
13984,"3","Potential Loyalists"
13985,"4","Champions"
13986,"3","Potential Loyalists"
13988,"3","Potential Loyalists"
13989,"3","Potential Loyalists"
13990,"1","Average Customers"
13991,"3","Potential Loyalists"
13992,"3","Potential Loyalists"
13993,"3","Potential Loyalists"
13994,"3","Potential Loyalists"
13995,"3","Potential Loyalists"
13999,"3","Potential Loyalists"
14000,"1","Average Customers"
14001,"3","Potential Loyalists"
14002,"3","Potential Loyalists"
14004,"3","Potential Loyalists"
14005,"3","Potential Loyalists"
14006,"3","Potential Loyalists"
14009,"1","Average Customers"
14012,"1","Average Customers"
14013,"3","Potential Loyalists"
14014,"3","Potential Loyalists"
14015,"3","Potential Loyalists"
14016,"1","Average Customers"
14019,"3","Potential Loyalists"
14020,"3","Potential Loyalists"
14021,"1","Average Customers"
14022,"1","Average Customers"
14023,"3","Potential Loyalists"
14024,"3","Potential Loyalists"
14027,"3","Potential Loyalists"
14029,"3","Potential Loyalists"
14030,"3","Potential Loyalists"
14031,"4","Champions"
14032,"3","Potential Loyalists"
14034,"3","Potential Loyalists"
14035,"3","Potential Loyalists"
14036,"1","Average Customers"
14037,"1","Average Customers"
14038,"3","Potential Loyalists"
14039,"3","Potential Loyalists"
14040,"3","Potential Loyalists"
14041,"1","Average Customers"
14044,"3","Potential Loyalists"
14045,"3","Potential Loyalists"
14046,"1","Average Customers"
14047,"3","Potential Loyalists"
14048,"1","Average Customers"
14049,"3","Potential Loyalists"
14050,"3","Potential Loyalists"
14051,"4","Champions"
14052,"3","Potential Loyalists"
14053,"3","Potential Loyalists"
14054,"3","Potential Loyalists"
14055,"3","Potential Loyalists"
14056,"4","Champions"
14057,"4","Champions"
14059,"1","Average Customers"
14060,"4","Champions"
14062,"4","Champions"
14064,"3","Potential Loyalists"
14066,"1","Average Customers"
14067,"3","Potential Loyalists"
14068,"1","Average Customers"
14071,"3","Potential Loyalists"
14073,"3","Potential Loyalists"
14075,"3","Potential Loyalists"
14076,"3","Potential Loyalists"
14077,"3","Potential Loyalists"
14078,"3","Potential Loyalists"
14079,"3","Potential Loyalists"
14080,"3","Potential Loyalists"
14081,"1","Average Customers"
14082,"1","Average Customers"
14083,"3","Potential Loyalists"
14085,"4","Champions"
14087,"3","Potential Loyalists"
14088,"4","Champions"
14089,"3","Potential Loyalists"
14090,"1","Average Customers"
14092,"3","Potential Loyalists"
14093,"3","Potential Loyalists"
14096,"4","Champions"
14098,"3","Potential Loyalists"
14099,"3","Potential Loyalists"
14100,"3","Potential Loyalists"
14101,"3","Potential Loyalists"
14102,"3","Potential Loyalists"
14104,"1","Average Customers"
14105,"1","Average Customers"
14107,"3","Potential Loyalists"
14108,"3","Potential Loyalists"
14109,"3","Potential Loyalists"
14110,"3","Potential Loyalists"
14111,"3","Potential Loyalists"
14112,"3","Potential Loyalists"
14113,"3","Potential Loyalists"
14114,"1","Average Customers"
14116,"3","Potential Loyalists"
14117,"1","Average Customers"
14121,"3","Potential Loyalists"
14124,"3","Potential Loyalists"
14125,"3","Potential Loyalists"
14126,"3","Potential Loyalists"
14127,"3","Potential Loyalists"
14128,"3","Potential Loyalists"
14129,"3","Potential Loyalists"
14130,"1","Average Customers"
14132,"3","Potential Loyalists"
14133,"3","Potential Loyalists"
14135,"4","Champions"
14138,"3","Potential Loyalists"
14139,"3","Potential Loyalists"
14140,"3","Potential Loyalists"
14141,"3","Potential Loyalists"
14142,"1","Average Customers"
14143,"3","Potential Loyalists"
14145,"3","Potential Loyalists"
14146,"3","Potential Loyalists"
14147,"3","Potential Loyalists"
14148,"1","Average Customers"
14149,"1","Average Customers"
14150,"3","Potential Loyalists"
14152,"3","Potential Loyalists"
14154,"1","Average Customers"
14155,"1","Average Customers"
14156,"2","Champions"
14157,"3","Potential Loyalists"
14158,"3","Potential Loyalists"
14159,"3","Potential Loyalists"
14161,"1","Average Customers"
14162,"1","Average Customers"
14163,"3","Potential Loyalists"
14164,"3","Potential Loyalists"
14165,"1","Average Customers"
14167,"3","Potential Loyalists"
14171,"3","Potential Loyalists"
14173,"3","Potential Loyalists"
14174,"3","Potential Loyalists"
14175,"3","Potential Loyalists"
14176,"1","Average Customers"
14177,"3","Potential Loyalists"
14178,"3","Potential Loyalists"
14179,"3","Potential Loyalists"
14180,"4","Champions"
14184,"3","Potential Loyalists"
14185,"1","Average Customers"
14188,"3","Potential Loyalists"
14189,"4","Champions"
14191,"3","Potential Loyalists"
14193,"3","Potential Loyalists"
14194,"4","Champions"
14195,"1","Average Customers"
14196,"3","Potential Loyalists"
14198,"3","Potential Loyalists"
14199,"1","Average Customers"
14201,"3","Potential Loyalists"
14204,"3","Potential Loyalists"
14205,"3","Potential Loyalists"
14206,"1","Average Customers"
14208,"3","Potential Loyalists"
14209,"3","Potential Loyalists"
14210,"3","Potential Loyalists"
14211,"3","Potential Loyalists"
14212,"3","Potential Loyalists"
14214,"3","Potential Loyalists"
14215,"3","Potential Loyalists"
14216,"3","Potential Loyalists"
14217,"4","Champions"
14218,"3","Potential Loyalists"
14219,"3","Potential Loyalists"
14220,"1","Average Customers"
14221,"3","Potential Loyalists"
14222,"1","Average Customers"
14223,"3","Potential Loyalists"
14224,"3","Potential Loyalists"
14226,"3","Potential Loyalists"
14227,"3","Potential Loyalists"
14229,"3","Potential Loyalists"
14231,"1","Average Customers"
14232,"3","Potential Loyalists"
14233,"3","Potential Loyalists"
14234,"3","Potential Loyalists"
14235,"3","Potential Loyalists"
14236,"3","Potential Loyalists"
14237,"1","Average Customers"
14238,"1","Average Customers"
14239,"3","Potential Loyalists"
14240,"3","Potential Loyalists"
14241,"1","Average Customers"
14242,"1","Average Customers"
14243,"3","Potential Loyalists"
14245,"1","Average Customers"
14246,"3","Potential Loyalists"
14247,"1","Average Customers"
14248,"1","Average Customers"
14250,"3","Potential Loyalists"
14251,"3","Potential Loyalists"
14256,"1","Average Customers"
14257,"3","Potential Loyalists"
14258,"3","Potential Loyalists"
14259,"3","Potential Loyalists"
14261,"3","Potential Loyalists"
14262,"3","Potential Loyalists"
14264,"1","Average Customers"
14265,"3","Potential Loyalists"
14267,"1","Average Customers"
14270,"1","Average Customers"
14271,"1","Average Customers"
14272,"3","Potential Loyalists"
14273,"3","Potential Loyalists"
14276,"3","Potential Loyalists"
14277,"3","Potential Loyalists"
14280,"1","Average Customers"
14282,"4","Champions"
14284,"3","Potential Loyalists"
14285,"3","Potential Loyalists"
14286,"3","Potential Loyalists"
14287,"3","Potential Loyalists"
14288,"1","Average Customers"
14289,"3","Potential Loyalists"
14290,"3","Potential Loyalists"
14291,"3","Potential Loyalists"
14292,"3","Potential Loyalists"
14293,"3","Potential Loyalists"
14295,"3","Potential Loyalists"
14297,"3","Potential Loyalists"
14298,"4","Champions"
14299,"3","Potential Loyalists"
14300,"3","Potential Loyalists"
14301,"3","Potential Loyalists"
14304,"1","Average Customers"
14305,"3","Potential Loyalists"
14306,"3","Potential Loyalists"
14307,"3","Potential Loyalists"
14309,"3","Potential Loyalists"
14311,"1","Average Customers"
14312,"3","Potential Loyalists"
14314,"3","Potential Loyalists"
14315,"3","Potential Loyalists"
14317,"3","Potential Loyalists"
14320,"1","Average Customers"
14321,"3","Potential Loyalists"
14323,"3","Potential Loyalists"
14326,"1","Average Customers"
14327,"1","Average Customers"
14329,"3","Potential Loyalists"
14331,"3","Potential Loyalists"
14332,"3","Potential Loyalists"
14333,"3","Potential Loyalists"
14334,"3","Potential Loyalists"
14335,"3","Potential Loyalists"
14336,"3","Potential Loyalists"
14338,"1","Average Customers"
14339,"1","Average Customers"
14340,"1","Average Customers"
14341,"3","Potential Loyalists"
14342,"3","Potential Loyalists"
14344,"3","Potential Loyalists"
14345,"3","Potential Loyalists"
14346,"3","Potential Loyalists"
14348,"1","Average Customers"
14349,"3","Potential Loyalists"
14350,"1","Average Customers"
14351,"1","Average Customers"
14352,"1","Average Customers"
14353,"1","Average Customers"
14354,"3","Potential Loyalists"
14355,"1","Average Customers"
14356,"3","Potential Loyalists"
14357,"3","Potential Loyalists"
14359,"3","Potential Loyalists"
14360,"3","Potential Loyalists"
14362,"3","Potential Loyalists"
14364,"3","Potential Loyalists"
14367,"4","Champions"
14368,"1","Average Customers"
14371,"1","Average Customers"
14373,"1","Average Customers"
14375,"1","Average Customers"
14377,"1","Average Customers"
14379,"3","Potential Loyalists"
14381,"3","Potential Loyalists"
14382,"3","Potential Loyalists"
14383,"3","Potential Loyalists"
14385,"3","Potential Loyalists"
14386,"1","Average Customers"
14387,"3","Potential Loyalists"
14388,"3","Potential Loyalists"
14389,"3","Potential Loyalists"
14390,"3","Potential Loyalists"
14393,"1","Average Customers"
14395,"3","Potential Loyalists"
14396,"3","Potential Loyalists"
14397,"4","Champions"
14400,"1","Average Customers"
14401,"3","Potential Loyalists"
14403,"3","Potential Loyalists"
14404,"3","Potential Loyalists"
14406,"3","Potential Loyalists"
14407,"3","Potential Loyalists"
14408,"3","Potential Loyalists"
14409,"3","Potential Loyalists"
14410,"3","Potential Loyalists"
14411,"1","Average Customers"
14412,"3","Potential Loyalists"
14413,"1","Average Customers"
14414,"3","Potential Loyalists"
14415,"3","Potential Loyalists"
14416,"3","Potential Loyalists"
14418,"3","Potential Loyalists"
14419,"3","Potential Loyalists"
14420,"3","Potential Loyalists"
14421,"3","Potential Loyalists"
14422,"3","Potential Loyalists"
14423,"1","Average Customers"
14424,"3","Potential Loyalists"
14426,"3","Potential Loyalists"
14427,"3","Potential Loyalists"
14428,"3","Potential Loyalists"
14431,"1","Average Customers"
14432,"3","Potential Loyalists"
14434,"3","Potential Loyalists"
14436,"3","Potential Loyalists"
14437,"1","Average Customers"
14438,"1","Average Customers"
14439,"1","Average Customers"
14440,"3","Potential Loyalists"
14441,"3","Potential Loyalists"
14442,"1","Average Customers"
14443,"3","Potential Loyalists"
14446,"3","Potential Loyalists"
14447,"3","Potential Loyalists"
14448,"3","Potential Loyalists"
14449,"3","Potential Loyalists"
14450,"1","Average Customers"
14451,"3","Potential Loyalists"
14452,"3","Potential Loyalists"
14453,"1","Average Customers"
14456,"3","Potential Loyalists"
14457,"1","Average Customers"
14459,"1","Average Customers"
14460,"3","Potential Loyalists"
14461,"1","Average Customers"
14462,"3","Potential Loyalists"
14463,"3","Potential Loyalists"
14465,"1","Average Customers"
14466,"3","Potential Loyalists"
14467,"3","Potential Loyalists"
14470,"3","Potential Loyalists"
14472,"3","Potential Loyalists"
14473,"3","Potential Loyalists"
14474,"3","Potential Loyalists"
14475,"3","Potential Loyalists"
14476,"1","Average Customers"
14477,"3","Potential Loyalists"
14479,"1","Average Customers"
14480,"3","Potential Loyalists"
14481,"1","Average Customers"
14482,"3","Potential Loyalists"
14483,"1","Average Customers"
14484,"3","Potential Loyalists"
14485,"3","Potential Loyalists"
14487,"3","Potential Loyalists"
14488,"3","Potential Loyalists"
14489,"1","Average Customers"
14491,"1","Average Customers"
14493,"3","Potential Loyalists"
14494,"3","Potential Loyalists"
14495,"3","Potential Loyalists"
14496,"1","Average Customers"
14497,"1","Average Customers"
14498,"3","Potential Loyalists"
14499,"3","Potential Loyalists"
14500,"3","Potential Loyalists"
14501,"1","Average Customers"
14502,"3","Potential Loyalists"
14503,"3","Potential Loyalists"
14504,"3","Potential Loyalists"
14505,"3","Potential Loyalists"
14506,"3","Potential Loyalists"
14507,"3","Potential Loyalists"
14508,"3","Potential Loyalists"
14511,"3","Potential Loyalists"
14512,"1","Average Customers"
14513,"3","Potential Loyalists"
14514,"3","Potential Loyalists"
14515,"3","Potential Loyalists"
14517,"3","Potential Loyalists"
14518,"3","Potential Loyalists"
14520,"3","Potential Loyalists"
14522,"3","Potential Loyalists"
14523,"3","Potential Loyalists"
14524,"3","Potential Loyalists"
14525,"3","Potential Loyalists"
14527,"4","Champions"
14528,"3","Potential Loyalists"
14529,"3","Potential Loyalists"
14530,"3","Potential Loyalists"
14532,"1","Average Customers"
14533,"3","Potential Loyalists"
14534,"4","Champions"
14535,"3","Potential Loyalists"
14536,"1","Average Customers"
14537,"3","Potential Loyalists"
14538,"3","Potential Loyalists"
14539,"3","Potential Loyalists"
14540,"3","Potential Loyalists"
14541,"3","Potential Loyalists"
14542,"1","Average Customers"
14543,"4","Champions"
14544,"3","Potential Loyalists"
14546,"3","Potential Loyalists"
14547,"3","Potential Loyalists"
14548,"1","Average Customers"
14549,"1","Average Customers"
14550,"3","Potential Loyalists"
14551,"3","Potential Loyalists"
14552,"1","Average Customers"
14553,"3","Potential Loyalists"
14554,"3","Potential Loyalists"
14555,"3","Potential Loyalists"
14557,"3","Potential Loyalists"
14560,"4","Champions"
14561,"3","Potential Loyalists"
14562,"4","Champions"
14565,"3","Potential Loyalists"
14566,"3","Potential Loyalists"
14567,"3","Potential Loyalists"
14569,"3","Potential Loyalists"
14570,"1","Average Customers"
14572,"3","Potential Loyalists"
14573,"1","Average Customers"
14576,"1","Average Customers"
14577,"3","Potential Loyalists"
14578,"3","Potential Loyalists"
14581,"3","Potential Loyalists"
14582,"3","Potential Loyalists"
14583,"3","Potential Loyalists"
14584,"1","Average Customers"
14585,"3","Potential Loyalists"
14586,"1","Average Customers"
14587,"3","Potential Loyalists"
14589,"1","Average Customers"
14591,"3","Potential Loyalists"
14592,"3","Potential Loyalists"
14593,"3","Potential Loyalists"
14594,"3","Potential Loyalists"
14595,"3","Potential Loyalists"
14597,"3","Potential Loyalists"
14598,"3","Potential Loyalists"
14600,"1","Average Customers"
14601,"3","Potential Loyalists"
14603,"1","Average Customers"
14606,"4","Champions"
14607,"4","Champions"
14608,"3","Potential Loyalists"
14609,"3","Potential Loyalists"
14616,"1","Average Customers"
14618,"3","Potential Loyalists"
14619,"1","Average Customers"
14620,"1","Average Customers"
14621,"3","Potential Loyalists"
14622,"1","Average Customers"
14623,"3","Potential Loyalists"
14624,"3","Potential Loyalists"
14625,"1","Average Customers"
14626,"3","Potential Loyalists"
14628,"3","Potential Loyalists"
14629,"3","Potential Loyalists"
14631,"3","Potential Loyalists"
14632,"1","Average Customers"
14633,"1","Average Customers"
14636,"3","Potential Loyalists"
14638,"3","Potential Loyalists"
14639,"3","Potential Loyalists"
14640,"3","Potential Loyalists"
14641,"3","Potential Loyalists"
14642,"3","Potential Loyalists"
14643,"1","Average Customers"
14644,"3","Potential Loyalists"
14645,"1","Average Customers"
14646,"2","Champions"
14647,"1","Average Customers"
14649,"3","Potential Loyalists"
14651,"3","Potential Loyalists"
14652,"3","Potential Loyalists"
14653,"3","Potential Loyalists"
14655,"3","Potential Loyalists"
14656,"1","Average Customers"
14657,"3","Potential Loyalists"
14658,"3","Potential Loyalists"
14659,"3","Potential Loyalists"
14660,"3","Potential Loyalists"
14661,"3","Potential Loyalists"
14662,"3","Potential Loyalists"
14664,"3","Potential Loyalists"
14665,"3","Potential Loyalists"
14666,"3","Potential Loyalists"
14667,"4","Champions"
14669,"1","Average Customers"
14670,"1","Average Customers"
14672,"1","Average Customers"
14673,"3","Potential Loyalists"
14675,"3","Potential Loyalists"
14676,"3","Potential Loyalists"
14680,"4","Champions"
14681,"3","Potential Loyalists"
14682,"1","Average Customers"
14684,"3","Potential Loyalists"
14687,"3","Potential Loyalists"
14688,"4","Champions"
14689,"1","Average Customers"
14690,"3","Potential Loyalists"
14691,"3","Potential Loyalists"
14692,"3","Potential Loyalists"
14693,"1","Average Customers"
14696,"3","Potential Loyalists"
14697,"1","Average Customers"
14698,"3","Potential Loyalists"
14699,"1","Average Customers"
14700,"3","Potential Loyalists"
14701,"3","Potential Loyalists"
14702,"4","Champions"
14703,"3","Potential Loyalists"
14704,"3","Potential Loyalists"
14705,"1","Average Customers"
14708,"3","Potential Loyalists"
14709,"3","Potential Loyalists"
14710,"3","Potential Loyalists"
14711,"3","Potential Loyalists"
14712,"3","Potential Loyalists"
14713,"3","Potential Loyalists"
14714,"3","Potential Loyalists"
14715,"3","Potential Loyalists"
14716,"3","Potential Loyalists"
14719,"3","Potential Loyalists"
14720,"3","Potential Loyalists"
14722,"1","Average Customers"
14723,"3","Potential Loyalists"
14725,"3","Potential Loyalists"
14727,"1","Average Customers"
14729,"1","Average Customers"
14730,"3","Potential Loyalists"
14731,"3","Potential Loyalists"
14732,"3","Potential Loyalists"
14733,"4","Champions"
14735,"4","Champions"
14737,"3","Potential Loyalists"
14738,"3","Potential Loyalists"
14739,"3","Potential Loyalists"
14740,"1","Average Customers"
14741,"3","Potential Loyalists"
14744,"3","Potential Loyalists"
14745,"3","Potential Loyalists"
14747,"1","Average Customers"
14748,"3","Potential Loyalists"
14752,"3","Potential Loyalists"
14753,"3","Potential Loyalists"
14754,"3","Potential Loyalists"
14755,"3","Potential Loyalists"
14756,"3","Potential Loyalists"
14757,"3","Potential Loyalists"
14758,"3","Potential Loyalists"
14759,"3","Potential Loyalists"
14760,"1","Average Customers"
14761,"3","Potential Loyalists"
14762,"1","Average Customers"
14764,"3","Potential Loyalists"
14765,"3","Potential Loyalists"
14766,"3","Potential Loyalists"
14768,"3","Potential Loyalists"
14769,"3","Potential Loyalists"
14770,"1","Average Customers"
14772,"3","Potential Loyalists"
14775,"3","Potential Loyalists"
14776,"3","Potential Loyalists"
14778,"3","Potential Loyalists"
14779,"1","Average Customers"
14780,"3","Potential Loyalists"
14782,"1","Average Customers"
14784,"3","Potential Loyalists"
14785,"3","Potential Loyalists"
14788,"3","Potential Loyalists"
14789,"3","Potential Loyalists"
14790,"3","Potential Loyalists"
14792,"3","Potential Loyalists"
14793,"3","Potential Loyalists"
14794,"3","Potential Loyalists"
14795,"1","Average Customers"
14796,"4","Champions"
14798,"3","Potential Loyalists"
14799,"3","Potential Loyalists"
14800,"3","Potential Loyalists"
14801,"3","Potential Loyalists"
14803,"1","Average Customers"
14804,"3","Potential Loyalists"
14805,"3","Potential Loyalists"
14806,"3","Potential Loyalists"
14808,"3","Potential Loyalists"
14810,"3","Potential Loyalists"
14813,"1","Average Customers"
14815,"3","Potential Loyalists"
14816,"1","Average Customers"
14817,"1","Average Customers"
14818,"3","Potential Loyalists"
14819,"3","Potential Loyalists"
14820,"3","Potential Loyalists"
14821,"1","Average Customers"
14823,"1","Average Customers"
14824,"3","Potential Loyalists"
14825,"3","Potential Loyalists"
14828,"1","Average Customers"
14829,"3","Potential Loyalists"
14830,"3","Potential Loyalists"
14834,"3","Potential Loyalists"
14836,"3","Potential Loyalists"
14837,"3","Potential Loyalists"
14840,"1","Average Customers"
14841,"3","Potential Loyalists"
14842,"3","Potential Loyalists"
14844,"3","Potential Loyalists"
14847,"1","Average Customers"
14849,"4","Champions"
14850,"1","Average Customers"
14851,"3","Potential Loyalists"
14852,"3","Potential Loyalists"
14853,"3","Potential Loyalists"
14854,"3","Potential Loyalists"
14855,"3","Potential Loyalists"
14856,"3","Potential Loyalists"
14857,"3","Potential Loyalists"
14859,"3","Potential Loyalists"
14860,"3","Potential Loyalists"
14861,"3","Potential Loyalists"
14862,"3","Potential Loyalists"
14863,"3","Potential Loyalists"
14865,"3","Potential Loyalists"
14866,"4","Champions"
14867,"1","Average Customers"
14868,"3","Potential Loyalists"
14869,"3","Potential Loyalists"
14870,"1","Average Customers"
14871,"3","Potential Loyalists"
14873,"1","Average Customers"
14875,"3","Potential Loyalists"
14878,"3","Potential Loyalists"
14880,"3","Potential Loyalists"
14881,"3","Potential Loyalists"
14882,"3","Potential Loyalists"
14883,"3","Potential Loyalists"
14885,"3","Potential Loyalists"
